Group	Protein
OG_0003016	sp|P79051|RHP16_SCHPO
OG_0003016	tr|Q4WG53|Q4WG53_ASPFU
OG_0003016	tr|A7ECM1|A7ECM1_SCLS1
OG_0003016	tr|Q6C3A7|Q6C3A7_YARLI
OG_0003016	sp|P31244|RAD16_YEAST
OG_0003017	tr|Q4WR29|Q4WR29_ASPFU
OG_0003017	tr|A7F7R1|A7F7R1_SCLS1
OG_0003018	tr|Q4WUM3|Q4WUM3_ASPFU
OG_0003018	tr|Q6C3U6|Q6C3U6_YARLI
OG_0003018	tr|A7EDC9|A7EDC9_SCLS1
OG_0003018	sp|P34163|TGL1_YEAST
OG_0003018	sp|O74430|TGCE1_SCHPO
OG_0003018	sp|O60095|TGCE3_SCHPO
OG_0003019	sp|P06777|RAD1_YEAST
OG_0003019	tr|A7EJV3|A7EJV3_SCLS1
OG_0003019	tr|Q4WCV1|Q4WCV1_ASPFU
OG_0003019	sp|P36617|RAD16_SCHPO
OG_0003019	tr|Q6CDP9|Q6CDP9_YARLI
OG_0003020	sp|O74990|COG4_SCHPO
OG_0003020	sp|Q06096|COG4_YEAST
OG_0003020	tr|A7EX27|A7EX27_SCLS1
OG_0003020	tr|Q4WHC5|Q4WHC5_ASPFU
OG_0003020	tr|Q6CAF9|Q6CAF9_YARLI
OG_0003021	tr|Q4WVX0|Q4WVX0_ASPFU
OG_0003021	tr|A7E5E5|A7E5E5_SCLS1
OG_0003021	sp|Q03308|VPS16_YEAST
OG_0003021	sp|Q9UT38|VPS16_SCHPO
OG_0003021	tr|Q6CHY3|Q6CHY3_YARLI
OG_0003022	tr|Q4WGK4|Q4WGK4_ASPFU
OG_0003022	sp|Q12465|RAX2_YEAST
OG_0003022	tr|Q6CHV4|Q6CHV4_YARLI
OG_0003022	tr|A7ECE3|A7ECE3_SCLS1
OG_0003023	sp|Q09898|SID2_SCHPO
OG_0003023	tr|A7EIH1|A7EIH1_SCLS1
OG_0003023	tr|Q4WCY3|Q4WCY3_ASPFU
OG_0003023	sp|P32328|DBF20_YEAST
OG_0003023	tr|Q6CEN9|Q6CEN9_YARLI
OG_0003024	tr|Q4WDH1|Q4WDH1_ASPFU
OG_0003024	tr|A7E4T4|A7E4T4_SCLS1
OG_0003024	sp|P07244|PUR2_YEAST
OG_0003024	sp|P20772|PUR2_SCHPO
OG_0003024	sp|Q99148|PUR2_YARLI
OG_0003025	tr|A7E6R9|A7E6R9_SCLS1
OG_0003025	tr|Q4WAR2|Q4WAR2_ASPFU
OG_0003025	sp|O42634|DMC1_SCHPO
OG_0003025	sp|P25453|DMC1_YEAST
OG_0003026	tr|Q4WT63|Q4WT63_ASPFU
OG_0003026	tr|Q6C1K4|Q6C1K4_YARLI
OG_0003026	tr|A7EN83|A7EN83_SCLS1
OG_0003026	sp|P25454|RAD51_YEAST
OG_0003026	sp|P36601|RAD51_SCHPO
OG_0003027	tr|A7EUK9|A7EUK9_SCLS1
OG_0003027	sp|P09379|GYP7_YARLI
OG_0003027	sp|Q9UUH7|GYP7_SCHPO
OG_0003027	sp|P48365|GYP7_YEAST
OG_0003027	tr|Q4WD93|Q4WD93_ASPFU
OG_0003028	tr|Q6C6X5|Q6C6X5_YARLI
OG_0003028	sp|P43556|RGD2_YEAST
OG_0003029	tr|Q6CEH0|Q6CEH0_YARLI
OG_0003029	sp|Q09697|RGA8_SCHPO
OG_0003029	tr|A7ECP9|A7ECP9_SCLS1
OG_0003029	tr|Q4WGA0|Q4WGA0_ASPFU
OG_0003030	tr|A7EM60|A7EM60_SCLS1
OG_0003030	tr|Q6C5H6|Q6C5H6_YARLI
OG_0003030	tr|Q4X0B7|Q4X0B7_ASPFU
OG_0003030	sp|Q05506|SYRC_YEAST
OG_0003030	sp|O74781|SYRC_SCHPO
OG_0003031	tr|Q4WLK0|Q4WLK0_ASPFU
OG_0003031	sp|O43024|DEF1_SCHPO
OG_0003031	tr|A7EYB5|A7EYB5_SCLS1
OG_0003032	tr|Q4WC67|Q4WC67_ASPFU
OG_0003032	tr|A7ELM5|A7ELM5_SCLS1
OG_0003032	sp|O13755|OSM1_SCHPO
OG_0003033	tr|A7ERZ8|A7ERZ8_SCLS1
OG_0003033	tr|Q4WGH6|Q4WGH6_ASPFU
OG_0003033	sp|P32614|FRDS_YEAST
OG_0003034	tr|A7EQS2|A7EQS2_SCLS1
OG_0003034	tr|Q6CG58|Q6CG58_YARLI
OG_0003035	tr|A7EQS1|A7EQS1_SCLS1
OG_0003035	tr|Q6CEC1|Q6CEC1_YARLI
OG_0003035	sp|Q12071|VPS54_YEAST
OG_0003035	tr|Q4WEC4|Q4WEC4_ASPFU
OG_0003036	tr|Q4WSJ6|Q4WSJ6_ASPFU
OG_0003036	tr|Q6CDM8|Q6CDM8_YARLI
OG_0003036	sp|Q03660|TR130_YEAST
OG_0003036	tr|A7F9J5|A7F9J5_SCLS1
OG_0003037	tr|Q6C2W7|Q6C2W7_YARLI
OG_0003037	tr|A7EKQ0|A7EKQ0_SCLS1
OG_0003037	sp|Q06350|CHI2_YEAST
OG_0003037	tr|Q4WKE1|Q4WKE1_ASPFU
OG_0003038	tr|A7F279|A7F279_SCLS1
OG_0003038	tr|A7ERR6|A7ERR6_SCLS1
OG_0003038	tr|Q4WH63|Q4WH63_ASPFU
OG_0003039	tr|Q4WIK0|Q4WIK0_ASPFU
OG_0003039	tr|A7F6T3|A7F6T3_SCLS1
OG_0003040	sp|Q4WVG8|DNLI4_ASPFU
OG_0003040	sp|Q08387|DNLI4_YEAST
OG_0003040	sp|O74833|DNLI4_SCHPO
OG_0003040	tr|A7EDF2|A7EDF2_SCLS1
OG_0003040	sp|Q6C8A3|DNLI4_YARLI
OG_0003041	tr|Q4X1V4|Q4X1V4_ASPFU
OG_0003041	sp|O60103|DOA10_SCHPO
OG_0003041	tr|A7ELY7|A7ELY7_SCLS1
OG_0003042	tr|Q6CE53|Q6CE53_YARLI
OG_0003042	tr|Q4WZT1|Q4WZT1_ASPFU
OG_0003042	sp|Q10297|IMB5_SCHPO
OG_0003042	tr|A7F856|A7F856_SCLS1
OG_0003042	sp|P53067|IMB5_YEAST
OG_0003043	tr|Q6C6Y6|Q6C6Y6_YARLI
OG_0003043	sp|O42930|VPS10_SCHPO
OG_0003043	sp|Q4WBM1|VPS10_ASPFU
OG_0003043	tr|A7ERD9|A7ERD9_SCLS1
OG_0003044	tr|A7F207|A7F207_SCLS1
OG_0003044	sp|Q4WF31|MIRB_ASPFU
OG_0003045	tr|A7EL48|A7EL48_SCLS1
OG_0003045	sp|Q4WYN4|CRMC_ASPFU
OG_0003046	tr|A7E769|A7E769_SCLS1
OG_0003046	tr|Q6CD19|Q6CD19_YARLI
OG_0003046	sp|O94528|CAF5_SCHPO
OG_0003046	tr|Q6CD18|Q6CD18_YARLI
OG_0003046	sp|P38124|FLR1_YEAST
OG_0003047	sp|P53914|NAT10_YEAST
OG_0003047	tr|Q6CEL4|Q6CEL4_YARLI
OG_0003047	tr|A7F2K3|A7F2K3_SCLS1
OG_0003047	sp|P87115|NAT10_SCHPO
OG_0003047	tr|Q4WJP0|Q4WJP0_ASPFU
OG_0003048	tr|Q6CF27|Q6CF27_YARLI
OG_0003048	tr|A7E572|A7E572_SCLS1
OG_0003048	tr|Q4WZT4|Q4WZT4_ASPFU
OG_0003049	tr|Q4WMN4|Q4WMN4_ASPFU
OG_0003049	tr|Q4WMI5|Q4WMI5_ASPFU
OG_0003049	tr|A7E648|A7E648_SCLS1
OG_0003050	tr|A7F095|A7F095_SCLS1
OG_0003050	tr|Q6CDN0|Q6CDN0_YARLI
OG_0003050	sp|Q06708|VAC14_YEAST
OG_0003050	sp|P87145|VAC14_SCHPO
OG_0003050	tr|Q4WLN5|Q4WLN5_ASPFU
OG_0003051	tr|A7EZ18|A7EZ18_SCLS1
OG_0003051	sp|P53123|MRM2_YEAST
OG_0003051	sp|P78860|MRM2_SCHPO
OG_0003051	tr|Q6C3V1|Q6C3V1_YARLI
OG_0003052	tr|Q4WMS2|Q4WMS2_ASPFU
OG_0003052	sp|O36015|TRM7_SCHPO
OG_0003052	sp|P38238|TRM7_YEAST
OG_0003052	tr|A7EAY1|A7EAY1_SCLS1
OG_0003052	tr|Q6C1I1|Q6C1I1_YARLI
OG_0003053	tr|Q4WDI2|Q4WDI2_ASPFU
OG_0003053	tr|A7ETS0|A7ETS0_SCLS1
OG_0003053	tr|Q6C921|Q6C921_YARLI
OG_0003053	sp|Q04183|TR120_YEAST
OG_0003054	tr|Q6C803|Q6C803_YARLI
OG_0003054	sp|P30771|RENT1_YEAST
OG_0003054	tr|A7E6P6|A7E6P6_SCLS1
OG_0003054	sp|Q09820|RENT1_SCHPO
OG_0003054	tr|E9QTE7|E9QTE7_ASPFU
OG_0003055	sp|A7F8V8|DBP7_SCLS1
OG_0003055	sp|P36120|DBP7_YEAST
OG_0003055	sp|Q6C835|DBP7_YARLI
OG_0003055	sp|Q4WV71|DBP7_ASPFU
OG_0003055	sp|O60173|DBP7_SCHPO
OG_0003056	sp|Q06336|GGA1_YEAST
OG_0003056	tr|Q6C7L1|Q6C7L1_YARLI
OG_0003056	tr|A7F393|A7F393_SCLS1
OG_0003056	sp|Q10410|YD85_SCHPO
OG_0003056	tr|Q4WJA3|Q4WJA3_ASPFU
OG_0003057	sp|Q9UVF4|GPD1_YARLI
OG_0003057	tr|Q4X1Z4|Q4X1Z4_ASPFU
OG_0003057	sp|P21696|GPD1_SCHPO
OG_0003057	sp|Q00055|GPD1_YEAST
OG_0003058	tr|Q6CHC3|Q6CHC3_YARLI
OG_0003058	tr|A7F4F3|A7F4F3_SCLS1
OG_0003058	tr|Q4WK82|Q4WK82_ASPFU
OG_0003059	tr|Q4WRZ4|Q4WRZ4_ASPFU
OG_0003059	sp|P00815|HIS2_YEAST
OG_0003059	sp|O59667|HIS2_SCHPO
OG_0003059	tr|Q6CGV2|Q6CGV2_YARLI
OG_0003059	tr|A7F2X1|A7F2X1_SCLS1
OG_0003060	sp|Q10213|SRS2_SCHPO
OG_0003060	tr|Q4WHX0|Q4WHX0_ASPFU
OG_0003060	tr|Q6C4F2|Q6C4F2_YARLI
OG_0003060	tr|A7F5F5|A7F5F5_SCLS1
OG_0003060	sp|P12954|SRS2_YEAST
OG_0003061	tr|A7EB69|A7EB69_SCLS1
OG_0003061	sp|P87140|COPG_SCHPO
OG_0003061	sp|P32074|COPG_YEAST
OG_0003061	tr|Q4WIA2|Q4WIA2_ASPFU
OG_0003061	tr|Q6C314|Q6C314_YARLI
OG_0003062	sp|P43574|GAT1_YEAST
OG_0003062	tr|Q6C8D8|Q6C8D8_YARLI
OG_0003063	tr|Q4WCP6|Q4WCP6_ASPFU
OG_0003063	tr|A7EI98|A7EI98_SCLS1
OG_0003063	sp|Q10280|GAF1_SCHPO
OG_0003064	sp|P42842|EMW1_YEAST
OG_0003064	tr|A7EEE9|A7EEE9_SCLS1
OG_0003064	tr|Q4WGN0|Q4WGN0_ASPFU
OG_0003064	sp|O36033|YLM1_SCHPO
OG_0003064	tr|Q6CAS7|Q6CAS7_YARLI
OG_0003065	sp|Q9P7L4|YOS9_SCHPO
OG_0003065	sp|P53889|FMP41_YEAST
OG_0003065	tr|A7EGL0|A7EGL0_SCLS1
OG_0003065	tr|Q4WX41|Q4WX41_ASPFU
OG_0003065	tr|Q6CAZ6|Q6CAZ6_YARLI
OG_0003066	tr|A7EVY5|A7EVY5_SCLS1
OG_0003066	tr|Q4WKI3|Q4WKI3_ASPFU
OG_0003067	tr|W0TYP4|W0TYP4_YARLI
OG_0003067	tr|A7EGQ0|A7EGQ0_SCLS1
OG_0003067	tr|Q4WNG4|Q4WNG4_ASPFU
OG_0003068	tr|Q4X255|Q4X255_ASPFU
OG_0003068	tr|A7F6S8|A7F6S8_SCLS1
OG_0003069	sp|O59768|VCX1_SCHPO
OG_0003069	tr|Q4WJZ6|Q4WJZ6_ASPFU
OG_0003069	tr|A7E4V6|A7E4V6_SCLS1
OG_0003069	tr|Q6CF88|Q6CF88_YARLI
OG_0003069	sp|Q99385|VCX1_YEAST
OG_0003070	tr|Q6C8H6|Q6C8H6_YARLI
OG_0003070	tr|A7E430|A7E430_SCLS1
OG_0003070	tr|Q4WMC6|Q4WMC6_ASPFU
OG_0003071	sp|P52918|MSN5_YEAST
OG_0003071	tr|A7F3L4|A7F3L4_SCLS1
OG_0003071	tr|Q6CAA7|Q6CAA7_YARLI
OG_0003071	tr|Q4WXA3|Q4WXA3_ASPFU
OG_0003072	sp|Q01217|ARG56_YEAST
OG_0003072	tr|Q4WCZ1|Q4WCZ1_ASPFU
OG_0003072	sp|P31318|ARG56_SCHPO
OG_0003072	tr|Q6CE87|Q6CE87_YARLI
OG_0003072	tr|A7EIG4|A7EIG4_SCLS1
OG_0003073	sp|A7ETB3|MDV1_SCLS1
OG_0003073	sp|Q9P7I3|MDV1_SCHPO
OG_0003073	sp|Q4WVS4|MDV1_ASPFU
OG_0003073	sp|P36130|CAF4_YEAST
OG_0003074	sp|Q09828|SYLM_SCHPO
OG_0003074	tr|A7E5X1|A7E5X1_SCLS1
OG_0003074	tr|Q4WDI9|Q4WDI9_ASPFU
OG_0003074	tr|Q6C363|Q6C363_YARLI
OG_0003074	sp|P11325|SYLM_YEAST
OG_0003075	sp|O13946|TMEDA_SCHPO
OG_0003075	sp|Q6C503|TMEDA_YARLI
OG_0003075	sp|P54837|TMEDA_YEAST
OG_0003075	sp|Q4WQL0|TMEDA_ASPFU
OG_0003075	tr|A7EYK4|A7EYK4_SCLS1
OG_0003076	tr|Q6CBK2|Q6CBK2_YARLI
OG_0003076	sp|Q05359|ERP1_YEAST
OG_0003076	sp|O14324|YB79_SCHPO
OG_0003076	tr|Q4WNY5|Q4WNY5_ASPFU
OG_0003076	sp|P38819|ERP5_YEAST
OG_0003076	tr|A7EES9|A7EES9_SCLS1
OG_0003077	sp|Q9Y7R3|CND2_SCHPO
OG_0003077	tr|A7F567|A7F567_SCLS1
OG_0003077	tr|Q4WG60|Q4WG60_ASPFU
OG_0003077	tr|Q6CFV1|Q6CFV1_YARLI
OG_0003077	sp|P38170|CND2_YEAST
OG_0003078	tr|A7F5U3|A7F5U3_SCLS1
OG_0003078	sp|Q9USL3|SYIM_SCHPO
OG_0003078	tr|Q6CCB9|Q6CCB9_YARLI
OG_0003078	sp|P48526|SYIM_YEAST
OG_0003078	tr|Q4WAI4|Q4WAI4_ASPFU
OG_0003079	tr|A7ES84|A7ES84_SCLS1
OG_0003079	sp|O13955|VAM6_SCHPO
OG_0003079	tr|Q6CEZ7|Q6CEZ7_YARLI
OG_0003079	tr|Q4WGP8|Q4WGP8_ASPFU
OG_0003080	tr|Q4WUI0|Q4WUI0_ASPFU
OG_0003080	sp|Q6CEI9|HSV2_YARLI
OG_0003080	sp|P50079|HSV2_YEAST
OG_0003080	tr|A7EDC4|A7EDC4_SCLS1
OG_0003081	sp|Q02887|ATG21_YEAST
OG_0003081	sp|A7EW77|ATG18_SCLS1
OG_0003081	sp|Q9HDZ7|ATG18_SCHPO
OG_0003081	sp|Q4WVD0|ATG18_ASPFU
OG_0003081	sp|Q6C044|ATG18_YARLI
OG_0003082	sp|Q9P7B3|YI14_SCHPO
OG_0003082	tr|Q6C7Y9|Q6C7Y9_YARLI
OG_0003082	tr|A7E8L4|A7E8L4_SCLS1
OG_0003082	sp|P42839|VNX1_YEAST
OG_0003082	tr|Q4W9J8|Q4W9J8_ASPFU
OG_0003083	sp|P24339|CUT7_SCHPO
OG_0003083	tr|A7F5U7|A7F5U7_SCLS1
OG_0003083	tr|Q4WAI2|Q4WAI2_ASPFU
OG_0003083	tr|Q6C348|Q6C348_YARLI
OG_0003084	tr|Q6C1R8|Q6C1R8_YARLI
OG_0003084	tr|A7EAY3|A7EAY3_SCLS1
OG_0003084	sp|O74561|YCZ8_SCHPO
OG_0003084	tr|Q4WVT4|Q4WVT4_ASPFU
OG_0003085	tr|A7ERM6|A7ERM6_SCLS1
OG_0003085	tr|Q6C770|Q6C770_YARLI
OG_0003085	sp|Q9P376|FCP1_SCHPO
OG_0003085	sp|Q03254|FCP1_YEAST
OG_0003085	tr|Q4WY13|Q4WY13_ASPFU
OG_0003086	sp|Q99207|NOP14_YEAST
OG_0003086	sp|Q6C2F4|NOP14_YARLI
OG_0003086	sp|O43051|NOP14_SCHPO
OG_0003086	tr|A7EFP8|A7EFP8_SCLS1
OG_0003086	tr|Q4WCJ3|Q4WCJ3_ASPFU
OG_0003087	tr|A7EPY7|A7EPY7_SCLS1
OG_0003087	tr|Q6CGR9|Q6CGR9_YARLI
OG_0003087	tr|Q4WQH3|Q4WQH3_ASPFU
OG_0003088	sp|P47057|SNX4_YEAST
OG_0003088	tr|A7EL31|A7EL31_SCLS1
OG_0003088	sp|Q4WQI6|SNX4_ASPFU
OG_0003088	sp|O14243|SNX4_SCHPO
OG_0003088	tr|Q6C5Z2|Q6C5Z2_YARLI
OG_0003089	sp|O59763|OCA2_SCHPO
OG_0003089	sp|Q12100|RTK1_YEAST
OG_0003090	sp|O94689|YME2_SCHPO
OG_0003090	tr|Q6C542|Q6C542_YARLI
OG_0003090	sp|P32843|YME2_YEAST
OG_0003090	tr|A7E5B9|A7E5B9_SCLS1
OG_0003090	sp|Q4WJ38|YME2_ASPFU
OG_0003091	sp|P78812|6PGD_SCHPO
OG_0003091	tr|Q6CEH4|Q6CEH4_YARLI
OG_0003091	tr|Q4WN06|Q4WN06_ASPFU
OG_0003091	tr|A7EX11|A7EX11_SCLS1
OG_0003091	sp|P53319|6PGD2_YEAST
OG_0003092	tr|Q4X0U9|Q4X0U9_ASPFU
OG_0003092	sp|P38630|RFC1_YEAST
OG_0003092	sp|O60182|RFC1_SCHPO
OG_0003092	tr|A7E6I6|A7E6I6_SCLS1
OG_0003092	tr|Q6CEB7|Q6CEB7_YARLI
OG_0003093	tr|A7ERA9|A7ERA9_SCLS1
OG_0003093	tr|Q4WZA6|Q4WZA6_ASPFU
OG_0003094	tr|A7ELR7|A7ELR7_SCLS1
OG_0003094	tr|Q4WIN9|Q4WIN9_ASPFU
OG_0003095	tr|Q4WBW7|Q4WBW7_ASPFU
OG_0003095	tr|A7EVS8|A7EVS8_SCLS1
OG_0003096	tr|F2Z6G2|F2Z6G2_YARLI
OG_0003096	tr|A7F2Q9|A7F2Q9_SCLS1
OG_0003096	tr|Q4WP47|Q4WP47_ASPFU
OG_0003096	sp|P08432|DCOR_YEAST
OG_0003096	sp|Q9UQW9|DCOR_SCHPO
OG_0003097	tr|A7E4T7|A7E4T7_SCLS1
OG_0003097	tr|Q6C441|Q6C441_YARLI
OG_0003097	tr|Q4WUD4|Q4WUD4_ASPFU
OG_0003097	sp|P32767|KA122_YEAST
OG_0003098	sp|A7ERA6|SEY1_SCLS1
OG_0003098	sp|Q6C3B0|SEY1_YARLI
OG_0003098	sp|Q99287|SEY1_YEAST
OG_0003098	sp|Q9UTE0|SEY1_SCHPO
OG_0003098	sp|Q8TGG5|SEY1_ASPFU
OG_0003099	tr|Q6C300|Q6C300_YARLI
OG_0003099	tr|Q4WF77|Q4WF77_ASPFU
OG_0003099	sp|P40475|QDR1_YEAST
OG_0003099	sp|P40474|QDR2_YEAST
OG_0003100	tr|Q6CBA1|Q6CBA1_YARLI
OG_0003100	tr|A7EA90|A7EA90_SCLS1
OG_0003100	tr|Q4WMG5|Q4WMG5_ASPFU
OG_0003100	sp|Q12200|NPC1_YEAST
OG_0003101	sp|Q4WMU5|PTPA1_ASPFU
OG_0003101	tr|A7F7D5|A7F7D5_SCLS1
OG_0003101	sp|O36016|PTPA1_SCHPO
OG_0003102	sp|Q9P7H4|PTPA2_SCHPO
OG_0003102	tr|A7EC04|A7EC04_SCLS1
OG_0003102	sp|Q4WSA8|PTPA2_ASPFU
OG_0003102	sp|Q12461|PTPA2_YEAST
OG_0003102	sp|Q6C712|PTPA2_YARLI
OG_0003103	tr|Q4WSA0|Q4WSA0_ASPFU
OG_0003103	tr|A7EY31|A7EY31_SCLS1
OG_0003103	tr|Q6C6T4|Q6C6T4_YARLI
OG_0003103	sp|Q9URM2|TKT_SCHPO
OG_0003103	sp|P33315|TKT2_YEAST
OG_0003104	tr|Q4WMC3|Q4WMC3_ASPFU
OG_0003104	sp|P12868|PEP5_YEAST
OG_0003104	tr|Q6C4V4|Q6C4V4_YARLI
OG_0003104	tr|A7F782|A7F782_SCLS1
OG_0003105	tr|Q6C278|Q6C278_YARLI
OG_0003105	tr|A7EXV6|A7EXV6_SCLS1
OG_0003105	sp|P14068|XPO1_SCHPO
OG_0003105	tr|Q4WTM4|Q4WTM4_ASPFU
OG_0003105	sp|P30822|XPO1_YEAST
OG_0003106	sp|Q12211|PUS1_YEAST
OG_0003106	tr|A7EUA7|A7EUA7_SCLS1
OG_0003106	sp|Q6CC39|PUS1_YARLI
OG_0003106	sp|O74451|YCG6_SCHPO
OG_0003106	tr|Q4X1X3|Q4X1X3_ASPFU
OG_0003107	sp|P53167|PUS2_YEAST
OG_0003107	sp|O94295|PUS2_SCHPO
OG_0003108	sp|P81450|ATP18_YEAST
OG_0003108	sp|Q6C8S0|ATP18_YARLI
OG_0003109	sp|P22943|HSP12_YEAST
OG_0003109	tr|Q6C8D6|Q6C8D6_YARLI
OG_0003110	sp|Q02772|PT191_YEAST
OG_0003110	tr|Q6CBP6|Q6CBP6_YARLI
OG_0003111	sp|A7E987|LCL2_SCLS1
OG_0003111	sp|Q4WES5|LCL2_ASPFU
OG_0003112	sp|Q9P6S6|PGA2_SCHPO
OG_0003112	tr|A7E532|A7E532_SCLS1
OG_0003113	sp|P79082|MGR2_SCHPO
OG_0003113	tr|Q4WIB5|Q4WIB5_ASPFU
OG_0003114	tr|Q6CBH4|Q6CBH4_YARLI
OG_0003114	sp|P42834|MDJ2_YEAST
OG_0003115	tr|A7E7V9|A7E7V9_SCLS1
OG_0003115	tr|Q4X0Q3|Q4X0Q3_ASPFU
OG_0003116	tr|Q6CB21|Q6CB21_YARLI
OG_0003116	sp|O94742|SEM1_YEAST
OG_0003117	sp|Q6C626|EAF6_YARLI
OG_0003117	sp|P47128|EAF6_YEAST
OG_0003118	sp|O14464|RTC6_YEAST
OG_0003118	tr|A7EFE0|A7EFE0_SCLS1
OG_0003119	sp|P53903|PGA2_YEAST
OG_0003119	tr|Q6C9W6|Q6C9W6_YARLI
OG_0003120	tr|B5RSM5|B5RSM5_YARLI
OG_0003120	sp|Q3E747|YL363_YEAST
OG_0003121	tr|Q4WET7|Q4WET7_ASPFU
OG_0003121	tr|A7EPG8|A7EPG8_SCLS1
OG_0003122	sp|Q12233|ATPN_YEAST
OG_0003122	sp|B5FVB8|ATPN_YARLI
OG_0003123	sp|P46988|PFD1_YEAST
OG_0003123	tr|Q6CBT0|Q6CBT0_YARLI
OG_0003124	tr|A7ELL8|A7ELL8_SCLS1
OG_0003124	tr|Q4WJT5|Q4WJT5_ASPFU
OG_0003125	sp|P36526|RM27_YEAST
OG_0003125	tr|Q6CI05|Q6CI05_YARLI
OG_0003126	tr|A7EDI0|A7EDI0_SCLS1
OG_0003126	sp|Q10346|YDA4_SCHPO
OG_0003127	sp|P40422|RPAB4_YEAST
OG_0003127	tr|Q6CBC5|Q6CBC5_YARLI
OG_0003128	tr|Q6C6Z4|Q6C6Z4_YARLI
OG_0003128	sp|P38877|CTF8_YEAST
OG_0003129	sp|P36532|RM37_YEAST
OG_0003129	tr|Q6C197|Q6C197_YARLI
OG_0003130	tr|Q6C0W9|Q6C0W9_YARLI
OG_0003130	sp|Q12082|YD157_YEAST
OG_0003131	tr|A7E6G1|A7E6G1_SCLS1
OG_0003131	tr|Q4WAP4|Q4WAP4_ASPFU
OG_0003132	tr|A7F588|A7F588_SCLS1
OG_0003132	tr|Q4WKJ1|Q4WKJ1_ASPFU
OG_0003133	tr|Q4WJI8|Q4WJI8_ASPFU
OG_0003133	tr|A7EQA2|A7EQA2_SCLS1
OG_0003134	tr|A4D9J8|A4D9J8_ASPFU
OG_0003134	tr|A7E728|A7E728_SCLS1
OG_0003135	tr|A7E443|A7E443_SCLS1
OG_0003135	sp|Q4WJM6|PIN4_ASPFU
OG_0003136	tr|A7EU04|A7EU04_SCLS1
OG_0003136	tr|A4D9C4|A4D9C4_ASPFU
OG_0003137	tr|Q6C0R6|Q6C0R6_YARLI
OG_0003137	sp|Q3E7A4|COXM2_YEAST
OG_0003138	tr|Q4WWT5|Q4WWT5_ASPFU
OG_0003138	tr|A7ENK7|A7ENK7_SCLS1
OG_0003139	tr|Q6C7V7|Q6C7V7_YARLI
OG_0003139	sp|P38958|PT100_YEAST
OG_0003140	tr|A7EH99|A7EH99_SCLS1
OG_0003140	tr|A4D9R0|A4D9R0_ASPFU
OG_0003141	sp|Q3E756|YB029_YEAST
OG_0003141	tr|Q6CG54|Q6CG54_YARLI
OG_0003142	tr|Q4WQC7|Q4WQC7_ASPFU
OG_0003142	tr|A7F9Y0|A7F9Y0_SCLS1
OG_0003143	sp|Q3E7B6|VA0E_YEAST
OG_0003143	tr|A7F8R2|A7F8R2_SCLS1
OG_0003144	tr|Q4WBL1|Q4WBL1_ASPFU
OG_0003144	tr|A7ET88|A7ET88_SCLS1
OG_0003145	sp|P07255|COX9_YEAST
OG_0003145	tr|B5RSK7|B5RSK7_YARLI
OG_0003146	sp|Q6C0K1|YPI1_YARLI
OG_0003146	sp|P43587|YPI1_YEAST
OG_0003147	tr|Q4WX64|Q4WX64_ASPFU
OG_0003147	tr|A7EHJ2|A7EHJ2_SCLS1
OG_0003148	sp|Q4WK56|U390_ASPFU
OG_0003148	tr|A7EIR3|A7EIR3_SCLS1
OG_0003149	tr|Q4WEK3|Q4WEK3_ASPFU
OG_0003149	tr|A7E8J0|A7E8J0_SCLS1
OG_0003150	tr|A7F041|A7F041_SCLS1
OG_0003150	tr|Q6C9Z1|Q6C9Z1_YARLI
OG_0003151	tr|Q4WW28|Q4WW28_ASPFU
OG_0003151	tr|A7E414|A7E414_SCLS1
OG_0003152	tr|Q6C8G6|Q6C8G6_YARLI
OG_0003152	sp|P48606|TBCA_YEAST
OG_0003153	sp|P0CT04|IPB2_YEAST
OG_0003153	tr|Q6C241|Q6C241_YARLI
OG_0003154	sp|P37299|QCR10_YEAST
OG_0003154	tr|Q6CC60|Q6CC60_YARLI
OG_0003155	sp|P40502|AIM19_YEAST
OG_0003155	tr|Q6C9X5|Q6C9X5_YARLI
OG_0003156	sp|Q08045|LCL2_YEAST
OG_0003156	sp|Q6CFG3|LCL2_YARLI
OG_0003157	sp|Q6CGR3|DAD2_YARLI
OG_0003157	sp|P36162|DAD2_YEAST
OG_0003158	sp|Q6CHT7|COA3_YARLI
OG_0003158	sp|Q3E7B2|COA3_YEAST
OG_0003159	tr|Q6C4L8|Q6C4L8_YARLI
OG_0003159	sp|P32617|IES6_YEAST
OG_0003160	sp|Q02771|PT117_YEAST
OG_0003160	tr|Q6CD01|Q6CD01_YARLI
OG_0003161	sp|P50519|HSP9_SCHPO
OG_0003161	tr|A7EI65|A7EI65_SCLS1
OG_0003162	tr|Q4WVS0|Q4WVS0_ASPFU
OG_0003162	tr|A7ETB8|A7ETB8_SCLS1
OG_0003163	tr|Q6CGT1|Q6CGT1_YARLI
OG_0003163	sp|Q04341|MIX14_YEAST
OG_0003164	tr|Q6C0K0|Q6C0K0_YARLI
OG_0003164	sp|P38985|SRP14_YEAST
OG_0003165	sp|Q3E833|PCC1_YEAST
OG_0003165	tr|B5RSL9|B5RSL9_YARLI
OG_0003166	sp|Q6C4R1|CMC4_YARLI
OG_0003166	sp|Q3E7A9|CMC4_YEAST
OG_0003167	sp|P22804|BET1_YEAST
OG_0003167	tr|Q6C0F2|Q6C0F2_YARLI
OG_0003168	sp|P04039|COX8_YEAST
